filename,original,rotated_left,rotated_right,upside_down,negative,red_tint
airplane_19_red_tint_rotated_right_10.jpg,0,0,1,0,0,1
airplane_2_original_11.jpg,1,0,0,0,0,0
airplane_2_rotated_left_11.jpg,0,1,0,0,0,0
airplane_2_rotated_right_11.jpg,0,0,1,0,0,0
airplane_2_upside_down_11.jpg,0,0,0,1,0,0
airplane_2_negative_11.jpg,0,0,0,0,1,0
airplane_2_red_tint_11.jpg,0,0,0,0,0,1
airplane_2_negative_upside_down_11.jpg,0,0,0,1,1,0
airplane_2_red_tint_upside_down_11.jpg,0,0,0,1,0,1
airplane_20_original_12.jpg,1,0,0,0,0,0
airplane_20_rotated_left_12.jpg,0,1,0,0,0,0
airplane_20_rotated_right_12.jpg,0,0,1,0,0,0
airplane_20_upside_down_12.jpg,0,0,0,1,0,0
airplane_20_negative_12.jpg,0,0,0,0,1,0
airplane_20_red_tint_12.jpg,0,0,0,0,0,1
airplane_3_original_13.jpg,1,0,0,0,0,0
airplane_3_rotated_left_13.jpg,0,1,0,0,0,0
airplane_3_rotated_right_13.jpg,0,0,1,0,0,0
airplane_3_upside_down_13.jpg,0,0,0,1,0,0
airplane_3_negative_13.jpg,0,0,0,0,1,0
airplane_3_red_tint_13.jpg,0,0,0,0,0,1
airplane_3_negative_rotated_left_13.jpg,0,1,0,0,1,0
airplane_3_red_tint_rotated_left_13.jpg,0,1,0,0,0,1
airplane_4_original_14.jpg,1,0,0,0,0,0
airplane_4_rotated_left_14.jpg,0,1,0,0,0,0
airplane_4_rotated_right_14.jpg,0,0,1,0,0,0
airplane_4_upside_down_14.jpg,0,0,0,1,0,0
airplane_4_negative_14.jpg,0,0,0,0,1,0
airplane_4_red_tint_14.jpg,0,0,0,0,0,1
airplane_4_negative_rotated_right_14.jpg,0,0,1,0,1,0
airplane_4_red_tint_rotated_right_14.jpg,0,0,1,0,0,1
airplane_5_original_15.jpg,1,0,0,0,0,0
airplane_5_rotated_left_15.jpg,0,1,0,0,0,0
airplane_5_rotated_right_15.jpg,0,0,1,0,0,0
airplane_5_upside_down_15.jpg,0,0,0,1,0,0
airplane_5_negative_15.jpg,0,0,0,0,1,0
airplane_5_red_tint_15.jpg,0,0,0,0,0,1
airplane_5_negative_upside_down_15.jpg,0,0,0,1,1,0
airplane_5_red_tint_upside_down_15.jpg,0,0,0,1,0,1
airplane_6_original_16.jpg,1,0,0,0,0,0
airplane_6_rotated_left_16.jpg,0,1,0,0,0,0
airplane_6_rotated_right_16.jpg,0,0,1,0,0,0
airplane_6_upside_down_16.jpg,0,0,0,1,0,0
airplane_6_negative_16.jpg,0,0,0,0,1,0
airplane_6_red_tint_16.jpg,0,0,0,0,0,1
airplane_7_original_17.jpg,1,0,0,0,0,0
airplane_7_rotated_left_17.jpg,0,1,0,0,0,0
airplane_7_rotated_right_17.jpg,0,0,1,0,0,0
airplane_7_upside_down_17.jpg,0,0,0,1,0,0
airplane_7_negative_17.jpg,0,0,0,0,1,0
airplane_7_red_tint_17.jpg,0,0,0,0,0,1
airplane_7_negative_rotated_left_17.jpg,0,1,0,0,1,0
airplane_7_red_tint_rotated_left_17.jpg,0,1,0,0,0,1
airplane_8_original_18.jpg,1,0,0,0,0,0
airplane_8_rotated_left_18.jpg,0,1,0,0,0,0
airplane_8_rotated_right_18.jpg,0,0,1,0,0,0
airplane_8_upside_down_18.jpg,0,0,0,1,0,0
airplane_8_negative_18.jpg,0,0,0,0,1,0
airplane_8_red_tint_18.jpg,0,0,0,0,0,1
airplane_8_negative_rotated_right_18.jpg,0,0,1,0,1,0
airplane_8_red_tint_rotated_right_18.jpg,0,0,1,0,0,1
airplane_9_original_19.jpg,1,0,0,0,0,0
airplane_9_rotated_left_19.jpg,0,1,0,0,0,0
airplane_9_rotated_right_19.jpg,0,0,1,0,0,0
airplane_9_upside_down_19.jpg,0,0,0,1,0,0
airplane_9_negative_19.jpg,0,0,0,0,1,0
airplane_9_red_tint_19.jpg,0,0,0,0,0,1
airplane_9_negative_upside_down_19.jpg,0,0,0,1,1,0
airplane_9_red_tint_upside_down_19.jpg,0,0,0,1,0,1
airport_1_original_20.jpg,1,0,0,0,0,0
airport_1_rotated_left_20.jpg,0,1,0,0,0,0
airport_1_rotated_right_20.jpg,0,0,1,0,0,0
airport_1_upside_down_20.jpg,0,0,0,1,0,0
airport_1_negative_20.jpg,0,0,0,0,1,0
airport_1_red_tint_20.jpg,0,0,0,0,0,1
airport_10_original_21.jpg,1,0,0,0,0,0
airport_10_rotated_left_21.jpg,0,1,0,0,0,0
airport_10_rotated_right_21.jpg,0,0,1,0,0,0
airport_10_upside_down_21.jpg,0,0,0,1,0,0
airport_10_negative_21.jpg,0,0,0,0,1,0
airport_10_red_tint_21.jpg,0,0,0,0,0,1
airport_10_negative_rotated_left_21.jpg,0,1,0,0,1,0
airport_10_red_tint_rotated_left_21.jpg,0,1,0,0,0,1
airport_11_original_22.jpg,1,0,0,0,0,0
airport_11_rotated_left_22.jpg,0,1,0,0,0,0
airport_11_rotated_right_22.jpg,0,0,1,0,0,0
airport_11_upside_down_22.jpg,0,0,0,1,0,0
airport_11_negative_22.jpg,0,0,0,0,1,0
airport_11_red_tint_22.jpg,0,0,0,0,0,1
airport_11_negative_rotated_right_22.jpg,0,0,1,0,1,0
airport_11_red_tint_rotated_right_22.jpg,0,0,1,0,0,1
airport_12_original_23.jpg,1,0,0,0,0,0
airport_12_rotated_left_23.jpg,0,1,0,0,0,0
airport_12_rotated_right_23.jpg,0,0,1,0,0,0
airport_12_upside_down_23.jpg,0,0,0,1,0,0
airport_12_negative_23.jpg,0,0,0,0,1,0
airport_12_red_tint_23.jpg,0,0,0,0,0,1
airport_12_negative_upside_down_23.jpg,0,0,0,1,1,0
airport_12_red_tint_upside_down_23.jpg,0,0,0,1,0,1
airport_13_original_24.jpg,1,0,0,0,0,0
airport_13_rotated_left_24.jpg,0,1,0,0,0,0
airport_13_rotated_right_24.jpg,0,0,1,0,0,0
airport_13_upside_down_24.jpg,0,0,0,1,0,0
airport_13_negative_24.jpg,0,0,0,0,1,0
airport_13_red_tint_24.jpg,0,0,0,0,0,1
airport_14_original_25.jpg,1,0,0,0,0,0
airport_14_rotated_left_25.jpg,0,1,0,0,0,0
airport_14_rotated_right_25.jpg,0,0,1,0,0,0
airport_14_upside_down_25.jpg,0,0,0,1,0,0
airport_14_negative_25.jpg,0,0,0,0,1,0
airport_14_red_tint_25.jpg,0,0,0,0,0,1
airport_14_negative_rotated_left_25.jpg,0,1,0,0,1,0
airport_14_red_tint_rotated_left_25.jpg,0,1,0,0,0,1
airport_15_original_26.jpg,1,0,0,0,0,0
airport_15_rotated_left_26.jpg,0,1,0,0,0,0
airport_15_rotated_right_26.jpg,0,0,1,0,0,0
airport_15_upside_down_26.jpg,0,0,0,1,0,0
airport_15_negative_26.jpg,0,0,0,0,1,0
airport_15_red_tint_26.jpg,0,0,0,0,0,1
airport_15_negative_rotated_right_26.jpg,0,0,1,0,1,0
airport_15_red_tint_rotated_right_26.jpg,0,0,1,0,0,1
airport_16_original_27.jpg,1,0,0,0,0,0
airport_16_rotated_left_27.jpg,0,1,0,0,0,0
airport_16_rotated_right_27.jpg,0,0,1,0,0,0
airport_16_upside_down_27.jpg,0,0,0,1,0,0
airport_16_negative_27.jpg,0,0,0,0,1,0
airport_16_red_tint_27.jpg,0,0,0,0,0,1
airport_16_negative_upside_down_27.jpg,0,0,0,1,1,0
airport_16_red_tint_upside_down_27.jpg,0,0,0,1,0,1
airport_17_original_28.jpg,1,0,0,0,0,0
airport_17_rotated_left_28.jpg,0,1,0,0,0,0
airport_17_rotated_right_28.jpg,0,0,1,0,0,0
airport_17_upside_down_28.jpg,0,0,0,1,0,0
airport_17_negative_28.jpg,0,0,0,0,1,0
airport_17_red_tint_28.jpg,0,0,0,0,0,1
airport_18_original_29.jpg,1,0,0,0,0,0
airport_18_rotated_left_29.jpg,0,1,0,0,0,0
airport_18_rotated_right_29.jpg,0,0,1,0,0,0
airport_18_upside_down_29.jpg,0,0,0,1,0,0
airport_18_negative_29.jpg,0,0,0,0,1,0
airport_18_red_tint_29.jpg,0,0,0,0,0,1
airport_18_negative_rotated_left_29.jpg,0,1,0,0,1,0
airport_18_red_tint_rotated_left_29.jpg,0,1,0,0,0,1
airport_19_original_30.jpg,1,0,0,0,0,0
airport_19_rotated_left_30.jpg,0,1,0,0,0,0
airport_19_rotated_right_30.jpg,0,0,1,0,0,0
airport_19_upside_down_30.jpg,0,0,0,1,0,0
airport_19_negative_30.jpg,0,0,0,0,1,0
airport_19_red_tint_30.jpg,0,0,0,0,0,1
airport_19_negative_rotated_right_30.jpg,0,0,1,0,1,0
airport_19_red_tint_rotated_right_30.jpg,0,0,1,0,0,1
airport_2_original_31.jpg,1,0,0,0,0,0
airport_2_rotated_left_31.jpg,0,1,0,0,0,0
airport_2_rotated_right_31.jpg,0,0,1,0,0,0
airport_2_upside_down_31.jpg,0,0,0,1,0,0
airport_2_negative_31.jpg,0,0,0,0,1,0
airport_2_red_tint_31.jpg,0,0,0,0,0,1
airport_2_negative_upside_down_31.jpg,0,0,0,1,1,0
airport_2_red_tint_upside_down_31.jpg,0,0,0,1,0,1
airport_20_original_32.jpg,1,0,0,0,0,0
airport_20_rotated_left_32.jpg,0,1,0,0,0,0
airport_20_rotated_right_32.jpg,0,0,1,0,0,0
airport_20_upside_down_32.jpg,0,0,0,1,0,0
airport_20_negative_32.jpg,0,0,0,0,1,0
airport_20_red_tint_32.jpg,0,0,0,0,0,1
airport_3_original_33.jpg,1,0,0,0,0,0
airport_3_rotated_left_33.jpg,0,1,0,0,0,0
airport_3_rotated_right_33.jpg,0,0,1,0,0,0
airport_3_upside_down_33.jpg,0,0,0,1,0,0
airport_3_negative_33.jpg,0,0,0,0,1,0
airport_3_red_tint_33.jpg,0,0,0,0,0,1
airport_3_negative_rotated_left_33.jpg,0,1,0,0,1,0
airport_3_red_tint_rotated_left_33.jpg,0,1,0,0,0,1
airport_4_original_34.jpg,1,0,0,0,0,0
airport_4_rotated_left_34.jpg,0,1,0,0,0,0
airport_4_rotated_right_34.jpg,0,0,1,0,0,0
airport_4_upside_down_34.jpg,0,0,0,1,0,0
airport_4_negative_34.jpg,0,0,0,0,1,0
airport_4_red_tint_34.jpg,0,0,0,0,0,1
airport_4_negative_rotated_right_34.jpg,0,0,1,0,1,0
airport_4_red_tint_rotated_right_34.jpg,0,0,1,0,0,1
airport_5_original_35.jpg,1,0,0,0,0,0
airport_5_rotated_left_35.jpg,0,1,0,0,0,0
airport_5_rotated_right_35.jpg,0,0,1,0,0,0
airport_5_upside_down_35.jpg,0,0,0,1,0,0
airport_5_negative_35.jpg,0,0,0,0,1,0
airport_5_red_tint_35.jpg,0,0,0,0,0,1
airport_5_negative_upside_down_35.jpg,0,0,0,1,1,0
airport_5_red_tint_upside_down_35.jpg,0,0,0,1,0,1
airport_6_original_36.jpg,1,0,0,0,0,0
airport_6_rotated_left_36.jpg,0,1,0,0,0,0
airport_6_rotated_right_36.jpg,0,0,1,0,0,0
airport_6_upside_down_36.jpg,0,0,0,1,0,0
airport_6_negative_36.jpg,0,0,0,0,1,0
airport_6_red_tint_36.jpg,0,0,0,0,0,1
airport_7_original_37.jpg,1,0,0,0,0,0
airport_7_rotated_left_37.jpg,0,1,0,0,0,0
airport_7_rotated_right_37.jpg,0,0,1,0,0,0
airport_7_upside_down_37.jpg,0,0,0,1,0,0
airport_7_negative_37.jpg,0,0,0,0,1,0
airport_7_red_tint_37.jpg,0,0,0,0,0,1
airport_7_negative_rotated_left_37.jpg,0,1,0,0,1,0
airport_7_red_tint_rotated_left_37.jpg,0,1,0,0,0,1
airport_8_original_38.jpg,1,0,0,0,0,0
airport_8_rotated_left_38.jpg,0,1,0,0,0,0
airport_8_rotated_right_38.jpg,0,0,1,0,0,0
airport_8_upside_down_38.jpg,0,0,0,1,0,0
airport_8_negative_38.jpg,0,0,0,0,1,0
airport_8_red_tint_38.jpg,0,0,0,0,0,1
airport_8_negative_rotated_right_38.jpg,0,0,1,0,1,0
airport_8_red_tint_rotated_right_38.jpg,0,0,1,0,0,1
airport_9_original_39.jpg,1,0,0,0,0,0
airport_9_rotated_left_39.jpg,0,1,0,0,0,0
airport_9_rotated_right_39.jpg,0,0,1,0,0,0
airport_9_upside_down_39.jpg,0,0,0,1,0,0
airport_9_negative_39.jpg,0,0,0,0,1,0
airport_9_red_tint_39.jpg,0,0,0,0,0,1
airport_9_negative_upside_down_39.jpg,0,0,0,1,1,0
airport_9_red_tint_upside_down_39.jpg,0,0,0,1,0,1
animals_1_original_40.jpg,1,0,0,0,0,0
animals_1_rotated_left_40.jpg,0,1,0,0,0,0
animals_1_rotated_right_40.jpg,0,0,1,0,0,0
animals_1_upside_down_40.jpg,0,0,0,1,0,0
animals_1_negative_40.jpg,0,0,0,0,1,0
animals_1_red_tint_40.jpg,0,0,0,0,0,1
animals_10_original_41.jpg,1,0,0,0,0,0
animals_10_rotated_left_41.jpg,0,1,0,0,0,0
animals_10_rotated_right_41.jpg,0,0,1,0,0,0
animals_10_upside_down_41.jpg,0,0,0,1,0,0
animals_10_negative_41.jpg,0,0,0,0,1,0
animals_10_red_tint_41.jpg,0,0,0,0,0,1
animals_10_negative_rotated_left_41.jpg,0,1,0,0,1,0
animals_10_red_tint_rotated_left_41.jpg,0,1,0,0,0,1
animals_11_original_42.jpg,1,0,0,0,0,0
animals_11_rotated_left_42.jpg,0,1,0,0,0,0
animals_11_rotated_right_42.jpg,0,0,1,0,0,0
animals_11_upside_down_42.jpg,0,0,0,1,0,0
animals_11_negative_42.jpg,0,0,0,0,1,0
animals_11_red_tint_42.jpg,0,0,0,0,0,1
animals_11_negative_rotated_right_42.jpg,0,0,1,0,1,0
animals_11_red_tint_rotated_right_42.jpg,0,0,1,0,0,1
animals_12_original_43.jpg,1,0,0,0,0,0
animals_12_rotated_left_43.jpg,0,1,0,0,0,0
animals_12_rotated_right_43.jpg,0,0,1,0,0,0
animals_12_upside_down_43.jpg,0,0,0,1,0,0
animals_12_negative_43.jpg,0,0,0,0,1,0
animals_12_red_tint_43.jpg,0,0,0,0,0,1
animals_12_negative_upside_down_43.jpg,0,0,0,1,1,0
animals_12_red_tint_upside_down_43.jpg,0,0,0,1,0,1
animals_13_original_44.jpg,1,0,0,0,0,0
animals_13_rotated_left_44.jpg,0,1,0,0,0,0
animals_13_rotated_right_44.jpg,0,0,1,0,0,0
animals_13_upside_down_44.jpg,0,0,0,1,0,0
animals_13_negative_44.jpg,0,0,0,0,1,0
animals_13_red_tint_44.jpg,0,0,0,0,0,1
animals_14_original_45.jpg,1,0,0,0,0,0
animals_14_rotated_left_45.jpg,0,1,0,0,0,0
animals_14_rotated_right_45.jpg,0,0,1,0,0,0
animals_14_upside_down_45.jpg,0,0,0,1,0,0
animals_14_negative_45.jpg,0,0,0,0,1,0
animals_14_red_tint_45.jpg,0,0,0,0,0,1
animals_14_negative_rotated_left_45.jpg,0,1,0,0,1,0
animals_14_red_tint_rotated_left_45.jpg,0,1,0,0,0,1
animals_15_original_46.jpg,1,0,0,0,0,0
animals_15_rotated_left_46.jpg,0,1,0,0,0,0
animals_15_rotated_right_46.jpg,0,0,1,0,0,0
animals_15_upside_down_46.jpg,0,0,0,1,0,0
animals_15_negative_46.jpg,0,0,0,0,1,0
animals_15_red_tint_46.jpg,0,0,0,0,0,1
animals_15_negative_rotated_right_46.jpg,0,0,1,0,1,0
animals_15_red_tint_rotated_right_46.jpg,0,0,1,0,0,1
animals_16_original_47.jpg,1,0,0,0,0,0
animals_16_rotated_left_47.jpg,0,1,0,0,0,0
animals_16_rotated_right_47.jpg,0,0,1,0,0,0
animals_16_upside_down_47.jpg,0,0,0,1,0,0
animals_16_negative_47.jpg,0,0,0,0,1,0
animals_16_red_tint_47.jpg,0,0,0,0,0,1
animals_16_negative_upside_down_47.jpg,0,0,0,1,1,0
animals_16_red_tint_upside_down_47.jpg,0,0,0,1,0,1
animals_17_original_48.jpg,1,0,0,0,0,0
animals_17_rotated_left_48.jpg,0,1,0,0,0,0
animals_17_rotated_right_48.jpg,0,0,1,0,0,0
animals_17_upside_down_48.jpg,0,0,0,1,0,0
animals_17_negative_48.jpg,0,0,0,0,1,0
animals_17_red_tint_48.jpg,0,0,0,0,0,1
animals_18_original_49.jpg,1,0,0,0,0,0
animals_18_rotated_left_49.jpg,0,1,0,0,0,0
animals_18_rotated_right_49.jpg,0,0,1,0,0,0
animals_18_upside_down_49.jpg,0,0,0,1,0,0
animals_18_negative_49.jpg,0,0,0,0,1,0
animals_18_red_tint_49.jpg,0,0,0,0,0,1
animals_18_negative_rotated_left_49.jpg,0,1,0,0,1,0
animals_18_red_tint_rotated_left_49.jpg,0,1,0,0,0,1
animals_19_original_50.jpg,1,0,0,0,0,0
animals_19_rotated_left_50.jpg,0,1,0,0,0,0
animals_19_rotated_right_50.jpg,0,0,1,0,0,0
animals_19_upside_down_50.jpg,0,0,0,1,0,0
animals_19_negative_50.jpg,0,0,0,0,1,0
animals_19_red_tint_50.jpg,0,0,0,0,0,1
animals_19_negative_rotated_right_50.jpg,0,0,1,0,1,0
animals_19_red_tint_rotated_right_50.jpg,0,0,1,0,0,1
animals_2_original_51.jpg,1,0,0,0,0,0
animals_2_rotated_left_51.jpg,0,1,0,0,0,0
animals_2_rotated_right_51.jpg,0,0,1,0,0,0
animals_2_upside_down_51.jpg,0,0,0,1,0,0
animals_2_negative_51.jpg,0,0,0,0,1,0
animals_2_red_tint_51.jpg,0,0,0,0,0,1
animals_2_negative_upside_down_51.jpg,0,0,0,1,1,0
animals_2_red_tint_upside_down_51.jpg,0,0,0,1,0,1
animals_20_original_52.jpg,1,0,0,0,0,0
animals_20_rotated_left_52.jpg,0,1,0,0,0,0
animals_20_rotated_right_52.jpg,0,0,1,0,0,0
animals_20_upside_down_52.jpg,0,0,0,1,0,0
animals_20_negative_52.jpg,0,0,0,0,1,0
animals_20_red_tint_52.jpg,0,0,0,0,0,1
animals_3_original_53.jpg,1,0,0,0,0,0
animals_3_rotated_left_53.jpg,0,1,0,0,0,0
animals_3_rotated_right_53.jpg,0,0,1,0,0,0
animals_3_upside_down_53.jpg,0,0,0,1,0,0
animals_3_negative_53.jpg,0,0,0,0,1,0
animals_3_red_tint_53.jpg,0,0,0,0,0,1
animals_3_negative_rotated_left_53.jpg,0,1,0,0,1,0
animals_3_red_tint_rotated_left_53.jpg,0,1,0,0,0,1
animals_4_original_54.jpg,1,0,0,0,0,0
animals_4_rotated_left_54.jpg,0,1,0,0,0,0
animals_4_rotated_right_54.jpg,0,0,1,0,0,0
animals_4_upside_down_54.jpg,0,0,0,1,0,0
animals_4_negative_54.jpg,0,0,0,0,1,0
animals_4_red_tint_54.jpg,0,0,0,0,0,1
animals_4_negative_rotated_right_54.jpg,0,0,1,0,1,0
animals_4_red_tint_rotated_right_54.jpg,0,0,1,0,0,1
animals_5_original_55.jpg,1,0,0,0,0,0
animals_5_rotated_left_55.jpg,0,1,0,0,0,0
animals_5_rotated_right_55.jpg,0,0,1,0,0,0
animals_5_upside_down_55.jpg,0,0,0,1,0,0
animals_5_negative_55.jpg,0,0,0,0,1,0
animals_5_red_tint_55.jpg,0,0,0,0,0,1
animals_5_negative_upside_down_55.jpg,0,0,0,1,1,0
animals_5_red_tint_upside_down_55.jpg,0,0,0,1,0,1
animals_6_original_56.jpg,1,0,0,0,0,0
animals_6_rotated_left_56.jpg,0,1,0,0,0,0
animals_6_rotated_right_56.jpg,0,0,1,0,0,0
animals_6_upside_down_56.jpg,0,0,0,1,0,0
animals_6_negative_56.jpg,0,0,0,0,1,0
animals_6_red_tint_56.jpg,0,0,0,0,0,1
animals_7_original_57.jpg,1,0,0,0,0,0
animals_7_rotated_left_57.jpg,0,1,0,0,0,0
animals_7_rotated_right_57.jpg,0,0,1,0,0,0
animals_7_upside_down_57.jpg,0,0,0,1,0,0
animals_7_negative_57.jpg,0,0,0,0,1,0
animals_7_red_tint_57.jpg,0,0,0,0,0,1
animals_7_negative_rotated_left_57.jpg,0,1,0,0,1,0
animals_7_red_tint_rotated_left_57.jpg,0,1,0,0,0,1
animals_8_original_58.jpg,1,0,0,0,0,0
animals_8_rotated_left_58.jpg,0,1,0,0,0,0
animals_8_rotated_right_58.jpg,0,0,1,0,0,0
animals_8_upside_down_58.jpg,0,0,0,1,0,0
animals_8_negative_58.jpg,0,0,0,0,1,0
animals_8_red_tint_58.jpg,0,0,0,0,0,1
animals_8_negative_rotated_right_58.jpg,0,0,1,0,1,0
animals_8_red_tint_rotated_right_58.jpg,0,0,1,0,0,1
animals_9_original_59.jpg,1,0,0,0,0,0
animals_9_rotated_left_59.jpg,0,1,0,0,0,0
animals_9_rotated_right_59.jpg,0,0,1,0,0,0
animals_9_upside_down_59.jpg,0,0,0,1,0,0
animals_9_negative_59.jpg,0,0,0,0,1,0
animals_9_red_tint_59.jpg,0,0,0,0,0,1
animals_9_negative_upside_down_59.jpg,0,0,0,1,1,0
animals_9_red_tint_upside_down_59.jpg,0,0,0,1,0,1
apartment interior_1_original_60.jpg,1,0,0,0,0,0
apartment interior_1_rotated_left_60.jpg,0,1,0,0,0,0
apartment interior_1_rotated_right_60.jpg,0,0,1,0,0,0
apartment interior_1_upside_down_60.jpg,0,0,0,1,0,0
apartment interior_1_negative_60.jpg,0,0,0,0,1,0
apartment interior_1_red_tint_60.jpg,0,0,0,0,0,1
apartment interior_10_original_61.jpg,1,0,0,0,0,0
apartment interior_10_rotated_left_61.jpg,0,1,0,0,0,0
apartment interior_10_rotated_right_61.jpg,0,0,1,0,0,0
apartment interior_10_upside_down_61.jpg,0,0,0,1,0,0
apartment interior_10_negative_61.jpg,0,0,0,0,1,0
apartment interior_10_red_tint_61.jpg,0,0,0,0,0,1
apartment interior_10_negative_rotated_left_61.jpg,0,1,0,0,1,0
apartment interior_10_red_tint_rotated_left_61.jpg,0,1,0,0,0,1
apartment interior_11_original_62.jpg,1,0,0,0,0,0
apartment interior_11_rotated_left_62.jpg,0,1,0,0,0,0
apartment interior_11_rotated_right_62.jpg,0,0,1,0,0,0
apartment interior_11_upside_down_62.jpg,0,0,0,1,0,0
apartment interior_11_negative_62.jpg,0,0,0,0,1,0
apartment interior_11_red_tint_62.jpg,0,0,0,0,0,1
apartment interior_11_negative_rotated_right_62.jpg,0,0,1,0,1,0
apartment interior_11_red_tint_rotated_right_62.jpg,0,0,1,0,0,1
apartment interior_12_original_63.jpg,1,0,0,0,0,0
apartment interior_12_rotated_left_63.jpg,0,1,0,0,0,0
apartment interior_12_rotated_right_63.jpg,0,0,1,0,0,0
apartment interior_12_upside_down_63.jpg,0,0,0,1,0,0
apartment interior_12_negative_63.jpg,0,0,0,0,1,0
apartment interior_12_red_tint_63.jpg,0,0,0,0,0,1
apartment interior_12_negative_upside_down_63.jpg,0,0,0,1,1,0
apartment interior_12_red_tint_upside_down_63.jpg,0,0,0,1,0,1
